hip,ra,dec,mag,spect,ci,con,var_min,var_max
,0,0,-26.7,G2V,0.656,,,
1,6E-05,1.089009,9.1,F5,0.482,Psc,,
2,0.000283,-19.49884,9.27,K3V,0.999,Cet,,
3,0.000335,38.859279,6.61,B9,-0.019,And,,
4,0.000569,-51.893546,8.06,F0V,0.37,Phe,,
5,0.000665,-40.591202,8.55,G8III,0.902,Phe,,
6,0.001246,3.946458,12.31,M0V:,1.336,,12.462,12.162
7,0.00147,20.036114,9.64,G0,0.74,Peg,,
8,0.001823,25.886461,9.05,M6e-M8.5e Tc,1.102,Peg,11.748,7.648
9,0.002355,36.585958,8.59,G5,1.067,And,,
10,0.002424,-50.866976,8.59,F6V,0.489,Phe,,
11,0.002488,46.939997,7.34,A2,0.081,And,,
12,0.002727,-35.960225,8.43,K4III,1.484,Scl,,
13,0.00278,-22.594705,8.8,K0III,1.128,Cet,,
14,0.003228,-0.36045,7.25,K0,1.2,Psc,,
15,0.003356,50.791187,8.6,K2,1.166,Cas,,
17,0.003401,-40.192392,8.15,F3V,0.425,Phe,,
16,0.003469,-54.914363,11.71,,0.421,Phe,11.823,11.543
18,0.003522,-4.05368,11.03,K5,1.567,Psc,11.088,10.948
19,0.003554,38.30405,6.53,G5,0.955,And,,
20,0.004203,23.529228,8.51,G0,0.516,Peg,,
21,0.004426,8.007234,7.55,K2,1.438,Psc,,
22,0.004674,-49.352266,8.69,G8/K0III/IV,0.962,Phe,,
23,0.004971,13.312234,7.57,F2V,0.456,Peg,,
24,0.005091,-23.452695,9.05,G0V,0.528,Cet,,
25,0.0053,-44.290561,6.28,G3IV,0.763,Phe,,
26,0.005606,-13.393378,9.13,F7V,0.535,Cet,,
27,0.00572,-41.297813,9.32,G5V,0.671,Phe,,
28,0.005815,-43.361821,8.83,F3/F5V,0.468,Phe,,
29,0.006146,-49.107945,9.14,G8III,1.041,Phe,,
30,0.006408,42.141474,8.26,A0,0.142,And,,
31,0.006539,2.675477,7.63,K2,1.453,Psc,,
32,0.006572,51.939487,9.09,B8,0.04,Cas,,
33,0.006611,-10.462385,8.1,F2,0.466,Cet,,
34,0.006638,26.918108,6.43,F7.5IV-V,0.514,Peg,,
35,0.006864,-14.490484,9.07,G8/K0III/IV,0.916,Cet,,
36,0.006893,12.267128,7.68,K0,1.15,Peg,,
37,0.007022,-47.179567,10.44,F0V,0.391,Phe,10.516,10.346
38,0.007429,-79.061983,8.65,G6V,0.778,Oct,,
39,0.007485,-16.697009,7.46,F3V,0.475,Cet,,
41,0.007771,54.302236,8.7,A0,0.026,Cas,,
40,0.008131,67.216783,10.61,B...,0.57,Cep,10.824,10.514
42,0.008362,25.844765,8.2,F2,0.387,Peg,,
43,0.008593,59.559679,6.18,G9III-IV,1.032,Cas,,
44,0.00885,-3.306323,7.91,K2,1.104,Psc,,
45,0.008941,-72.202717,9.59,G6/G8V:,,Tuc,,
46,0.008972,-25.622285,8.57,K1III,1.035,Scl,,
47,0.009006,-56.835602,10.78,K3V,1.15,Phe,10.849,10.669
48,0.009015,-40.690474,7.31,K0/K1III,1.164,Phe,,
49,0.009304,16.669049,9.53,F5,0.45,Peg,,
50,0.009533,-53.097713,6.49,G1IV,0.616,Phe,,
51,0.009561,1.066213,8.94,K0,0.906,Psc,,
52,0.009781,-77.020116,8.56,A4V,0.196,Oct,,
53,0.009828,-29.263414,10.96,,,Scl,11.03,10.89
54,0.01017,17.968908,10.57,M:,1.03,Peg,,
55,0.010549,-66.683173,7.4,G2IV/V,0.551,Tuc,,
56,0.010862,0.222931,8.12,K0,1.329,Psc,,
57,0.011212,-69.675965,8.27,K2V,0.863,Tuc,,
58,0.011577,62.175898,7.05,G0,0.52,Cas,,
59,0.01163,55.72246,9.09,B5,0.091,Cas,9.155,9.035
60,0.011695,-64.465799,8.34,F2IV,0.386,Tuc,,
61,0.011749,53.822146,8.86,K5,1.081,Cas,,
62,0.011998,-45.422739,8.27,G8III,0.994,Phe,,
63,0.012119,45.253334,6.36,B9p SiEu,-0.047,And,6.382,6.322
64,0.012305,-27.907582,8.08,K2III,1.156,Scl,,
65,0.012498,-54.830524,11,,1.147,Phe,11.092,10.882
66,0.012567,-72.31822,8.55,F2V,0.401,Tuc,,
67,0.013288,23.538219,7.83,F5,0.495,Peg,,
68,0.01336,16.988197,8.79,K0,0.94,Peg,,
69,0.013427,30.39589,8.33,A0,0.135,Peg,,
70,0.013512,36.777637,10.42,,0.706,And,,
71,0.013803,36.780106,8.26,G5,0.846,And,,
72,0.014661,-12.828961,8.97,G3/G5V,0.671,Cet,,
73,0.014694,66.848011,6.9,K2,1.446,Cep,,
74,0.014817,35.752624,9.93,K5,1.068,And,9.998,9.888
75,0.014882,-50.446459,7.42,K4III,1.524,Phe,,
76,0.015214,32.825654,9.03,M0,1.67,And,9.079,8.979
77,0.015371,-30.064166,8.41,A0V,0.022,Scl,,
78,0.015487,17.867851,8.06,K0,1.203,Peg,,
79,0.015718,35.31672,8.69,F5,0.529,And,,
80,0.016187,-11.823739,8.4,G2V,0.566,Cet,,
81,0.016228,-4.932534,8.57,G5,0.642,Psc,,
82,0.016534,-10.935963,9.5,G5,1.107,Cet,,
83,0.016538,52.080562,8.85,M0,1.726,Cas,,
84,0.016824,27.88633,9.61,K0,0.852,Peg,,
85,0.017075,-24.714048,10.62,A2,0.359,Cet,10.672,10.552
86,0.017361,69.603505,8.05,B9,0.018,Cep,,
87,0.017433,-5.835002,7.8,F5,0.43,Psc,,
88,0.017941,-48.809876,5.71,G8III,0.911,Phe,,
89,0.018477,53.166943,7.87,K2,1.566,Cas,,
90,0.018671,-41.887544,7.64,F5IV/V,0.5,Phe,,
91,0.018702,-5.874348,7.66,K0,1.3,Psc,,
92,0.019379,-20.70555,8.68,G8III,0.944,Cet,,
93,0.01949,-0.076098,8.12,F8V,0.619,Psc,,
94,0.019665,-32.756836,10.1,G2,0.644,Scl,10.152,10.042
95,0.020134,-11.964034,8.67,F5V,0.513,Cet,,
96,0.02033,13.975088,10.46,M0,1.36,Peg,10.732,10.382
98,0.020478,-52.798575,9.87,F6/F7V,0.551,Phe,9.931,9.811
97,0.020492,-21.404042,9.48,F5V,0.53,Cet,,
99,0.021069,60.355282,7.04,C5p,2.835,Cas,7.276,6.836
100,0.021092,19.741243,8.44,G0,0.898,Peg,,
101,0.021315,-47.793831,9.88,F5IV/V,0.509,Phe,9.948,9.788
102,0.021365,-41.487437,7.05,M1III,1.55,Phe,,
103,0.021475,-68.371127,8.29,F6V,0.538,Tuc,,
104,0.021776,-31.899618,9.34,F7V,0.543,Scl,,
105,0.021855,70.928938,7.73,F0,0.455,Cep,,
106,0.022013,49.981558,6.22,G7II-III,0.97,Cas,,
107,0.022255,-50.337373,5.53,M2III,1.615,Phe,,
108,0.022439,-70.125272,8.53,K3II/III,1.315,Tuc,,
109,0.023106,6.79147,7.23,F0,0.388,Psc,7.255,7.195
110,0.023242,39.610717,8.61,G5,0.787,And,,
111,0.023314,34.281848,11.28,M2,1.308,And,11.343,11.193
112,0.023843,-16.948446,10.76,M1.5V:,1.384,Cet,,
113,0.024375,49.010406,8.93,A0,0.021,Cas,,
114,0.024777,30.735785,7.95,G0IV,0.654,Peg,,
115,0.024839,-62.92313,7.46,A2IV,0.16,Tuc,,
116,0.025022,-33.792771,8.6,F3V,0.435,Scl,,
117,0.025363,-72.605899,8.55,G8III,1.093,Tuc,,
118,0.025773,-9.430033,9.2,G0,0.606,Cet,,
119,0.026012,44.675401,6.82,K0,1.071,And,,
120,0.026396,-45.344759,8.29,K1IIICNIV,1.183,Phe,,
121,0.026429,28.423691,6.83,K2III,1.197,Peg,,
122,0.026616,-77.065724,4.78,K2III,1.254,Oct,,
123,0.026675,72.236615,7.21,K0,1.169,Cep,,
124,0.026949,61.222801,5.58,F0III,0.407,Cas,,
125,0.026979,-39.336748,8.7,F2V,0.366,Phe,,
126,0.027255,14.632324,8.06,G5,0.969,Peg,,
127,0.027479,-48.935619,10.86,,0.942,Phe,10.93,10.77
128,0.027597,73.611846,6.5,Am...,0.182,Cep,,
129,0.027708,5.372808,9.32,F8,0.559,Psc,,
130,0.027886,-30.692537,9.14,K0III,1.08,Scl,,
131,0.027994,62.018087,8.13,A4V,0.2,Cas,,
132,0.028135,-34.653545,10.62,F0,0.358,Scl,10.668,10.558
133,0.02823,-40.148702,6.62,F5IV,0.545,Phe,,
134,0.028346,-1.13996,9.96,A0,0.264,Psc,,
135,0.028453,-0.217777,8.64,G5,0.62,Psc,,
136,0.028579,24.253113,6.6,K2III-IV,1.153,Peg,,
137,0.028847,42.367144,6.25,B9IIIp Mn,-0.042,And,,
138,0.029162,-16.531661,7.83,K0/K1IV,1.074,Cet,,
139,0.029686,67.506975,10.03,B0,1.289,Cep,10.139,9.979
140,0.030195,-68.104897,9.04,F7V,0.546,Tuc,,
141,0.030232,36.350358,8.47,K5,1.35,And,,
142,0.030251,66.306032,7.33,K0,0.73,Cas,,
144,0.030342,76.175597,8.66,K5,1.364,Cep,,
143,0.030374,21.462502,10.35,K3,1.033,Peg,,
145,0.030402,-3.027504,5.13,B7III-IV,-0.128,Psc,,
146,0.030392,-25.798526,8.96,A9V,0.306,Scl,,
147,0.031071,21.026236,8.49,K5,1.569,Peg,,
149,0.031862,26.004049,11.26,K3,0.932,Peg,11.319,11.189
148,0.031921,15.528542,8.15,F8,0.584,Peg,,
150,0.032021,-37.229953,7.04,K1III,1.06,Scl,,
152,0.032295,-28.130948,10.02,F5,0.456,Scl,10.077,9.957
153,0.032301,12.654888,8.9,F8,0.459,Peg,,
151,0.03232,-41.613774,7.78,F3IV...,0.411,Phe,,
154,0.032672,-6.014072,4.37,M3III,1.631,Psc,4.418,4.308
155,0.032745,46.269156,9.93,A2,0.283,And,9.991,9.871
156,0.033127,63.357826,8.6,B8V,0.1,Cas,,
157,0.033362,-5.213925,8.51,G5,0.903,Psc,,
158,0.033384,-37.901878,7.09,K0III,0.999,Scl,,
159,0.03406,-2.766171,6.93,A3,0.292,Psc,6.951,6.911
160,0.034117,-69.269198,8.68,B9V,-0.052,Tuc,,
161,0.034162,33.695958,8.98,K5,1.5,And,,
162,0.034224,27.118603,9.84,G0,0.696,Peg,,
163,0.034479,-30.685228,8.98,A3V,0.107,Scl,,
164,0.03459,59.940102,7.98,G9III,0.97,Cas,,
165,0.034649,-22.327486,10.16,Ap...,0.45,Cet,10.217,10.107
166,0.034761,-56.514931,8.86,G3V,0.66,Phe,,
167,0.035188,39.183203,8.58,B9,0.06,And,,
168,0.035562,-2.820072,9.56,R...,1.113,Psc,,
169,0.035702,-68.280769,9.24,M0V,1.39,Tuc,,
170,0.03584,-20.871662,9.63,F5V,0.509,Cet,,
171,0.036139,27.082256,5.8,G3V,0.69,Peg,,
172,0.036192,67.408952,9.05,O7,0.976,Cep,,
173,0.036639,47.577206,8.45,A2,0.248,And,,
174,0.036774,59.965338,8.86,G9II-III,1.035,Cas,,
175,0.036828,49.771086,7.84,G5,0.923,Cas,,
176,0.036892,44.428262,8.86,K0,0.53,And,,
177,0.037348,-11.964352,8.93,A1m...,0.172,Cet,,
178,0.037869,-27.135153,7.97,F7V,0.556,Scl,,
179,0.037966,-13.407437,6.9,G0V,0.534,Cet,,
180,0.038061,-9.174928,8.47,K0,1.171,Cet,,
181,0.038253,60.703168,6.77,M0,1.832,Cas,6.814,6.724
182,0.038746,52.586407,8.55,K0,1.004,Cas,,
183,0.038867,-29.720414,5.04,B4V,-0.15,Scl,,
184,0.039318,11.006236,8.48,K0,0.888,Peg,,
185,0.039336,10.785363,8.53,F8,0.53,Peg,,
186,0.040046,8.956824,6.33,A6V,0.182,Psc,,
187,0.040152,-6.05927,8.99,G0,0.5,Psc,,
188,0.040179,6.333013,8.64,F5,0.488,Psc,,
189,0.04035,54.135139,9.55,A3,0.237,Cas,9.61,9.48
190,0.040362,10.776364,8.74,G0,0.57,Peg,,
191,0.04085,-46.028896,12.43,M3,1.49,,12.633,12.253
192,0.041322,8.393859,8.16,G5,1.032,Psc,,
193,0.041447,-39.212591,9.46,G8/K0III,0.944,Scl,,
194,0.041584,8.485463,5.7,F0V,0.315,Psc,,
195,0.041718,47.42289,7.62,F8,0.517,And,,
196,0.0418,51.829976,8.95,K5,1.677,Cas,,
197,0.042154,42.147779,8.97,K0,0.952,And,,
198,0.042183,15.335173,8.94,A0,0.276,Peg,,
199,0.042334,16.256565,7.24,A0,0.074,Peg,,
200,0.042366,-33.992633,10.32,F2,0.323,Scl,10.38,10.26
201,0.042619,18.683407,8.24,F5,0.474,Peg,,
202,0.042783,54.552139,8.62,F0,0.303,Cas,,
203,0.042819,-15.831251,9.18,K0III,0.981,Cet,,
204,0.043012,-43.947929,8.53,K3III,1.274,Phe,,
205,0.043043,-5.186651,8.54,F2,0.384,Psc,,
206,0.04312,18.836044,8.56,G0,0.436,Peg,,
208,0.043332,-67.634287,9.41,G6/G8III,0.967,Tuc,9.468,9.368
207,0.043357,66.098966,5.87,G8III,1.073,Cas,6.002,5.812
209,0.044012,66.100399,7.2,A2V,0.085,Cas,,
210,0.044143,-8.487955,9.05,G0,0.47,Cet,,
211,0.044214,-37.947721,9.52,G8,0.832,Scl,,
212,0.044233,-29.075247,10.24,,0.318,Scl,,
213,0.044464,51.472401,7.7,G5,1.003,Cas,,
214,0.044611,28.542221,8.17,A3,0.29,Peg,,
217,0.044959,82.973202,7.29,A0,0.118,Cep,,
215,0.044967,75.036211,9.26,M2,1.8,Cep,9.304,9.204
216,0.045126,42.920649,7.94,A0,0.016,And,,
218,0.045312,-57.63367,8.42,G8III,1.005,Phe,,
219,0.04602,6.0344,8.56,F8,0.602,Psc,,
220,0.046118,35.815467,7.52,A0,0.18,And,,
221,0.046222,80.282283,7.74,F2,0.483,Cep,7.842,7.692
222,0.046298,-40.983229,8.85,K1III,1.113,Phe,,
224,0.046417,3.860416,9.01,K0,1.01,Psc,,
223,0.046437,2.130155,7.17,G0,0.617,Psc,,
225,0.046674,-15.040543,9.04,F3/F5V,0.489,Cet,,
226,0.046696,-24.945298,10.3,F0/F2V,0.254,Scl,10.571,9.411
227,0.046952,80.286579,9.86,,0.442,Cep,,
228,0.04735,28.251905,7.64,F8,0.532,Peg,,
229,0.047599,47.252268,8.27,A0,0.128,And,,
230,0.047724,30.336542,8.44,F2,0.423,Peg,,
231,0.04824,-58.781398,9.58,F6/F7IV,0.5,Tuc,9.648,9.518
232,0.048674,-30.149773,8.43,A0V,0.007,Scl,,
233,0.048797,71.358516,8.49,K0,1.18,Cep,,
234,0.048906,70.238,9.64,B8,0.31,Cep,,
235,0.049098,71.36803,9.17,K0,1.222,Cep,9.232,9.112
236,0.049191,-0.893874,8.09,K0,1.26,Psc,,
237,0.049284,-39.527412,9,G8IV,0.903,Phe,,
238,0.049301,-20.045882,6.25,F6/F7V,0.526,Cet,,
239,0.049546,3.381932,8.56,F5,0.521,Psc,,
240,0.049582,9.795231,10.81,F8,0.565,Psc,,
241,0.050135,9.138279,8.76,K0,1.01,Psc,,
242,0.050148,-34.743939,7.76,G8IV,0.967,Scl,,
243,0.050224,-60.691901,7.82,K0III,1.041,Tuc,,
244,0.050591,39.995144,7.9,F8,0.668,And,,
245,0.050916,-7.815517,8.52,G5,1.036,Cet,,
246,0.050941,56.733298,9.73,K3,0.99,Cas,9.796,9.666
247,0.051029,8.261293,9.19,F0,0.346,Psc,9.251,9.141
248,0.051044,8.270683,8.1,F0,0.342,Psc,,
249,0.051615,31.870083,8.75,F8,0.552,Peg,,
250,0.05162,52.465128,8.14,K0,0.88,Cas,,
251,0.051689,-25.261114,8.65,K2III,1.349,Scl,,
252,0.051975,29.485979,10.3,K0...,1.082,Peg,,
253,0.052181,-24.145145,6.46,K1III,1.176,Cet,,
254,0.052317,42.747908,6.73,A2,0.051,And,,
255,0.052977,-24.588258,7.96,F2/F3V,0.421,Cet,,
256,0.053107,54.515774,9.53,F0,0.461,Cas,9.576,9.466
257,0.053537,-31.212384,8.87,A0V,0.081,Scl,,
258,0.053698,17.552268,6.59,K0,1.122,Peg,,
259,0.053727,48.722294,8.65,M0,1.455,Cas,,
260,0.054478,-55.40507,9.64,F2V,0.432,Phe,9.703,9.573
261,0.054702,-23.615434,9.15,F3V,0.424,Cet,,
262,0.055061,32.845864,9.04,F0V,0.422,And,9.517,8.987
263,0.055279,4.686928,12.04,M1,1.473,,12.154,11.854
264,0.055472,38.244012,8.42,K0,1.174,And,,
266,0.055689,-11.945367,8.09,K1IIICN...,1.125,Cet,,
265,0.055692,-64.476095,9.06,K5III:,1.688,Tuc,,
267,0.05569,-4.145757,8.09,F2,0.455,Psc,,
268,0.05612,59.078605,8.18,K5,1.462,Cas,,
269,0.056135,23.575034,8.77,G5,1.125,Peg,,
270,0.056667,73.174497,7.36,A2,0.146,Cep,7.666,7.336
271,0.056855,-35.965164,9.16,A2III,0.232,Scl,,
272,0.057037,-26.415185,8.82,G8/K0III,0.979,Scl,,
273,0.057124,-46.830972,11.14,A0V,0.041,Phe,11.217,11.067
274,0.057143,63.64052,6.24,B3Ia,0.332,Cas,6.288,6.208
275,0.057174,-29.000663,9.44,F3V,0.439,Scl,,
276,0.057203,20.66553,7.49,G0,0.636,Peg,,
277,0.057297,-36.251193,6.96,F2V,0.353,Scl,,
278,0.057541,55.5509,7.94,B2IVne+...,-0.023,Cas,,
279,0.057585,62.357806,8.69,B8V,0.12,Cas,,
280,0.057749,53.312689,8.15,A2,0.134,Cas,,
281,0.058413,55.059961,8.45,M0,1.655,Cas,,
282,0.058428,19.381496,7.92,K0,1.408,Peg,,
283,0.058475,12.356821,7.45,A5,0.353,Peg,,
284,0.05856,-65.827505,9.01,G8III,0.956,Tuc,,
285,0.058721,-35.60223,8.55,K1IV/VCN...,1.212,Scl,,
286,0.058756,78.717826,9.23,K0,1.006,Cep,,
287,0.059057,-13.227292,9.16,K5,1.538,Cet,,
288,0.059267,42.352106,7.9,K0,1.071,And,,
289,0.060158,-51.8091,8.68,K0III,1.011,Phe,,
290,0.060289,-31.094137,7.78,F8/G0V,0.563,Scl,,
291,0.060305,-28.417137,8.21,Ap...,-0.123,Scl,,
292,0.060582,70.306028,8.11,A0,-0.019,Cep,,
293,0.061064,-57.164462,8.29,F6V,0.488,Phe,,
294,0.06114,3.906973,7.89,F0,0.401,Psc,,
295,0.061246,-41.095885,9.67,F0V,0.397,Phe,9.725,9.615
296,0.061517,-28.396196,8.24,G8V,0.78,Scl,,
297,0.061626,48.436907,6.8,A2,0.06,And,,
298,0.061801,13.365166,8.18,K0,1.015,Peg,,
299,0.06225,-63.600667,8.44,F5V,0.508,Tuc,,
301,0.06233,-17.335988,4.55,B9IVn,-0.047,Cet,,
300,0.06234,42.023522,7.45,A3,0.244,And,,
302,0.064342,66.712183,6.31,M4,1.629,Cep,6.356,6.256
303,0.064616,57.378277,8.15,Am...,0.316,Cas,,
304,0.064653,22.296047,8.27,A2,0.136,Peg,,
305,0.064819,-28.393812,7.66,G5IV,0.741,Scl,,
306,0.065007,-57.8305,8.59,G2V,0.616,Tuc,,
307,0.065329,-42.559484,11.55,M0,1.26,Phe,11.648,11.458
308,0.065582,14.378864,7.09,F0,0.303,Peg,,
309,0.065729,-45.288616,8.54,A7V,0.23,Phe,,
310,0.065845,-43.191813,9.58,G5V,0.7,Phe,,
311,0.065842,36.970256,8.44,F0,0.456,And,,
312,0.065973,61.103636,8.59,B0Ibp,0.36,Cas,,
313,0.066077,-48.125185,8.01,F3/F5V,0.406,Phe,,
314,0.06611,20.953729,8.29,G0,0.54,Peg,,
315,0.066148,-71.278716,9.62,F8V,0.657,Tuc,,
316,0.066736,12.145797,7.26,F0,0.355,Peg,7.315,7.205
317,0.066844,-80.395115,7.91,F0III/IV,0.314,Oct,,
318,0.06731,-38.594754,9.45,G8/K0IV,1.115,Scl,,
319,0.067721,62.22195,8.19,O8e,0.26,Cas,,
320,0.06809,-16.997642,12.14,F1:,,Cet,12.378,11.688
321,0.068863,-25.892663,8.93,G2/G3V,0.607,Scl,,
322,0.069009,56.920983,7.65,G8IV,0.992,Cas,,
324,0.069494,17.436643,8.53,F5,0.491,Peg,,
323,0.069514,49.870181,7.38,K0,1.003,Cas,,
325,0.069593,39.119902,8.56,F8,0.615,And,,
326,0.069655,11.264375,8.76,M0,1.692,Peg,,
327,0.069748,-4.926111,9.56,A2,0.39,Psc,,
328,0.069972,-30.134913,7.09,B8V,-0.085,Scl,7.109,7.079
329,0.070115,-10.141117,9.83,G5,0.699,Cet,,
330,0.070462,62.287664,5.9,A1III,0.274,Cas,,
331,0.070635,-26.952385,10.8,Gp,0.882,Scl,10.852,10.732
332,0.070733,-34.414716,8.41,F6V,0.563,Scl,,
333,0.070868,-17.42489,9.05,A1/A2IV/V,0.16,Cet,,
334,0.070923,60.155015,8.79,B0,0.08,Cas,,
335,0.071071,14.081538,8.88,A0,0.253,Peg,,
336,0.071106,65.152987,7.59,K5,1.68,Cas,7.629,7.549
337,0.071128,-25.915452,9.6,G5,0.75,Scl,,
338,0.071156,66.349126,10.66,B,1.45,Cas,10.735,10.595
339,0.071251,-59.315191,8.55,A1V,0.037,Tuc,,
340,0.07159,-43.988457,8.11,F6V,0.484,Phe,,
341,0.071833,-23.253965,9.44,G8IV,1.069,Cet,,
342,0.071937,-20.568871,9.6,G0V,0.549,Cet,,
343,0.072165,-16.529036,5.78,K0III,1.084,Cet,,
344,0.072243,40.109948,10.66,M5e-M7e,1.5,And,12.153,8.873
345,0.07231,-29.268822,6.38,A1V,0.006,Scl,,
346,0.07253,-53.909434,8.8,K1III,1.031,Phe,,
347,0.072581,54.274591,7.79,B3V,-0.089,Cas,,
348,0.072638,12.957292,8.6,G5,0.64,Peg,,
349,0.07303,-29.381573,7.77,B8/B9V,-0.058,Scl,,
350,0.073281,-57.322694,10.37,,1.1,Phe,10.432,10.292
351,0.073556,-47.068048,9.8,K0V,0.855,Phe,,
352,0.074078,58.068692,10.42,,0.8,Cas,10.505,10.365
353,0.074107,-44.56729,11.63,,0.971,Phe,11.712,11.542
354,0.07489,51.829292,9.22,K0,1.001,Cas,,
355,0.075033,-10.509523,4.99,K3Ibvar,1.619,Cet,,
356,0.07504,-6.965379,8.43,G0,0.611,Cet,,
357,0.075148,-72.897321,7.33,F2V,0.444,Tuc,,
358,0.07596,-76.346492,8.93,G8III,1.025,Oct,,
359,0.076313,-76.873574,9.09,G3/G5III/IV,0.639,Oct,,
360,0.076367,71.968543,9.26,K2,1.162,Cep,,
361,0.076522,-71.695006,8.73,K0III,1.036,Tuc,,
362,0.076708,-19.437893,9.18,K2III,1.169,Cet,,
363,0.07678,43.551312,8.12,C5II,2.53,And,8.254,8.004
364,0.076802,-15.889228,9.26,K0III,1.149,Cet,,
366,0.076833,-31.16905,8.94,K1IV,1.181,Scl,,
365,0.07683,42.09253,6.11,B9III,0.159,And,,
367,0.077041,-81.345318,9.13,A2/A3IV,0.239,Oct,,
368,0.077075,2.937228,7.9,K2,1.249,Psc,,
369,0.077259,29.72228,9.34,K0,0.95,Peg,,
370,0.077295,-51.583329,7.13,K1III,1.26,Phe,,
371,0.077358,-50.035925,10.82,M5,1.021,Phe,10.89,10.74
372,0.07772,-70.40426,7.46,K0/K1III,1.072,Tuc,,
373,0.077732,-8.184953,8.72,K2,1.508,Cet,,
374,0.0778,34.265124,7.02,K0,1.1,And,,
375,0.07784,34.27136,9.08,,,And,9.523,7.603
376,0.078093,6.522449,8.37,K0,0.881,Psc,,
377,0.078131,-71.436891,5.59,B8III,-0.1,Tuc,,
378,0.078129,14.965233,7.37,F5IV,0.422,Peg,,
379,0.078304,67.166445,5.68,K1III,1.051,Cep,,
380,0.078543,17.069735,8.56,G5,0.792,Peg,,
381,0.079014,51.533838,8.72,A2,-0.014,Cas,,
382,0.079208,-32.361045,9.06,F0V,0.368,Scl,,
383,0.079259,0.056502,8.82,F0,0.433,Psc,,
384,0.079521,1.536895,8.18,A5,0.376,Psc,,
385,0.079681,38.173668,9.39,G5,0.735,And,,
386,0.080263,68.188694,9.1,B2,0.652,Cep,9.217,9.017
387,0.080542,38.786214,8.46,F2,0.556,And,,
388,0.080682,6.416652,9.15,A3,0.394,Psc,,
389,0.080784,-29.633039,8.28,A0IV,0.002,Scl,,
390,0.080783,50.234871,11.67,F7,,Cas,11.817,11.177
391,0.080783,43.970719,8.18,G0,0.43,And,,
392,0.081113,30.08585,7.93,F5,0.478,Peg,,
393,0.081222,51.982586,9.21,K0,0.964,Cas,,
394,0.081573,34.659797,6.09,G2V,0.632,And,,
395,0.08148,-30.256604,8.31,A0IV/V,0.036,Scl,,
396,0.081641,-31.996653,7.83,K2III,1.256,Scl,,
397,0.081689,52.248933,8.72,A0,0.082,Cas,,
398,0.081937,58.532166,6.61,B3V,0.025,Cas,,
399,0.08222,26.648764,6.25,K4IIIb,1.368,Peg,,
400,0.082306,23.269629,7.82,G9V,0.755,Peg,,
401,0.082281,56.05695,8.66,K5,1.614,Cas,,
402,0.082328,64.78142,8.15,F5,0.475,Cas,,
403,0.082478,-18.178726,8.97,G3V,0.674,Cet,,
405,0.082634,51.180643,8.15,K2,1.201,Cas,,
404,0.082644,45.673793,7.47,F8V,0.55,And,,
406,0.082932,26.725262,8.63,M0,1.57,Peg,,
407,0.08296,-70.212445,8.13,G5V,0.71,Tuc,,
408,0.083006,57.468738,8.23,G9III,0.986,Cas,,
409,0.083072,-70.492483,8.41,F5V,0.461,Tuc,,
410,0.083662,27.674784,6.47,G8II,0.946,Peg,,
411,0.083776,33.36001,9.83,K5,1.54,And,,
412,0.083844,66.51679,8.64,F5,1.3,Cas,,
413,0.084057,-36.015121,7.73,G0V,0.537,Scl,,
414,0.08415,-59.828121,8.64,G6III,0.889,Tuc,,
415,0.084255,9.279961,8.94,F2,0.415,Psc,,
416,0.084311,1.03771,8.84,G5,0.759,Psc,,
417,0.084395,-0.503035,6.32,G9III:,1.099,Psc,,
418,0.085039,61.31397,5.8,B8MNp...,-0.067,Cas,5.809,5.789
419,0.085236,-42.567868,8.97,G8/K0V,0.86,Phe,,
420,0.085427,-52.151741,7.53,G0V,0.577,Phe,,
422,0.085785,67.840003,7.41,K0,1.288,Cep,,
423,0.085899,30.329032,7.8,F0,0.437,Peg,7.92,7.78
425,0.086042,-62.84522,8.14,G0V,0.593,Tuc,,
424,0.086046,45.229029,6.71,A1Vn,0.068,And,,
427,0.086103,-43.850831,8.73,K1III,1.124,Phe,,
426,0.086109,30.331217,9.37,F0,0.51,Peg,,
429,0.086162,2.397208,8.69,G5,0.644,Psc,,
428,0.086297,45.786567,9.95,M2,1.472,And,10.005,9.895
430,0.086186,-32.468672,7.1,K1III,1.128,Scl,,
431,0.086804,36.303671,8.09,F5,0.496,And,,
432,0.086946,35.571012,6.88,A2,0.174,And,,
433,0.087459,3.007405,9.48,K2,1.037,Psc,,
434,0.087587,-27.271708,9.04,F2V,0.692,Scl,,
435,0.087579,-49.142141,9.3,F3/F5V,0.538,Phe,,
436,0.088278,-67.83259,8.49,K5V,1.076,Tuc,,
437,0.0883,48.477171,8.3,G5,0.998,And,,
438,0.088467,-1.794085,7.95,G5,0.991,Psc,,
440,0.088857,68.884433,7.08,B9,-0.006,Cep,,
441,0.088876,-38.857152,6.93,G8III/IV,0.94,Scl,,
442,0.088894,-21.315338,8.38,B9V,-0.06,Cet,,
443,0.088928,-5.707618,4.61,K1III,1.029,Psc,4.62,4.6
439,0.089883,-37.357364,8.56,M2V,1.462,Scl,,
444,0.089114,-59.814504,8.78,K2III,1.156,Tuc,,
445,0.089347,-56.955649,7.42,A1Vs,0.191,Phe,,
447,0.089502,8.787809,8.26,G4V:p,1.052,Psc,,
446,0.08949,-79.253751,7.71,K0III,1.093,Oct,,
448,0.089511,3.606092,6.91,G5,1.12,Psc,,
